token_id,name,price_gun,listing_date,item_url,parsed_date
633998,Terikon Legacy,850.0,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/633998,2025-09-22T18:24:52.870756
6600654,Solana Hoodie,166.0,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6600654,2025-09-22T18:24:52.870756
6600656,Solana Visor,323.0,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6600656,2025-09-22T18:24:52.870756
6596638,Vulture Solana,2667.0000000000005,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6596638,2025-09-22T18:24:52.870756
44551,Prankster Tac Vest,2330.0,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/44551,2025-09-22T18:24:52.870756
1088180,Prankster Shorts,2600.0,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1088180,2025-09-22T18:24:52.870756
177349,Hawk Legacy,549.0,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/177349,2025-09-22T18:24:52.870756
2805,Ninja Kestrel,498.0,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2805,2025-09-22T18:24:52.870756
5455561,Tacoma Retro,1498.0,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5455561,2025-09-22T18:24:52.870756
970697,Hawk Anarchist,4999.0,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/970697,2025-09-22T18:24:52.870756
1971819,Anarchist Shades,2345.0,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1971819,2025-09-22T18:24:52.870756
3594059,All Stars Bandana,1111.0,2025-09-22T18:24:52.870756,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/3594059,2025-09-22T18:24:52.870756
