token_id,name,price_gun,listing_date,item_url,parsed_date
2193956,Hopper Pilot Helmet,5000.0,2025-09-22T19:29:01.590706,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2193956,2025-09-22T19:29:01.590706
633998,Terikon Legacy,850.0,2025-09-22T19:29:01.590706,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/633998,2025-09-22T19:29:01.590706
6600654,Solana Hoodie,166.0,2025-09-22T19:29:01.590706,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6600654,2025-09-22T19:29:01.590706
6600656,Solana Visor,323.0,2025-09-22T19:29:01.590706,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6600656,2025-09-22T19:29:01.590706
6596638,Vulture Solana,2667.0000000000005,2025-09-22T19:29:01.591728,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6596638,2025-09-22T19:29:01.591728
44551,Prankster Tac Vest,2330.0,2025-09-22T19:29:01.591728,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/44551,2025-09-22T19:29:01.591728
1088180,Prankster Shorts,2600.0,2025-09-22T19:29:01.591728,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1088180,2025-09-22T19:29:01.591728
177349,Hawk Legacy,549.0,2025-09-22T19:29:01.591728,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/177349,2025-09-22T19:29:01.591728
2805,Ninja Kestrel,498.0,2025-09-22T19:29:01.592758,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2805,2025-09-22T19:29:01.592758
5455561,Tacoma Retro,1498.0,2025-09-22T19:29:01.592758,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5455561,2025-09-22T19:29:01.592758
970697,Hawk Anarchist,4999.0,2025-09-22T19:29:01.592758,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/970697,2025-09-22T19:29:01.592758
1971819,Anarchist Shades,2345.0,2025-09-22T19:29:01.592758,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1971819,2025-09-22T19:29:01.592758
3594059,All Stars Bandana,1111.0,2025-09-22T19:29:01.592758,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/3594059,2025-09-22T19:29:01.592758
4598865,Player Zero Chest Rig,5000.0,2025-09-22T19:29:01.592758,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4598865,2025-09-22T19:29:01.592758
