token_id,name,price_gun,listing_date,item_url,parsed_date
115410,Kestrel Legacy,2500.0,2025-09-22T21:37:11.582717,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/115410,2025-09-22T21:37:11.582717
5014066,M4 Commodore Legacy,2000.0,2025-09-22T21:37:11.582717,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5014066,2025-09-22T21:37:11.582717
1884563,Kestrel Legacy,15000.0,2025-09-22T21:37:11.582717,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1884563,2025-09-22T21:37:11.582717
4327847,Tagged for Death,1500.0,2025-09-22T21:37:11.582717,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4327847,2025-09-22T21:37:11.582717
712142,Dead Pilot,500.0,2025-09-22T21:37:11.584985,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/712142,2025-09-22T21:37:11.584985
970061,Kite Legacy,1800.0,2025-09-22T21:37:11.584985,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/970061,2025-09-22T21:37:11.584985
969918,Terikon Maniac,1555.0,2025-09-22T21:37:11.584985,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/969918,2025-09-22T21:37:11.584985
3048143,Doomed Zero Mask,300.0,2025-09-22T21:37:11.584985,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/3048143,2025-09-22T21:37:11.584985
835881,Kiiro Shinobi Mask,555.0,2025-09-22T21:37:11.584985,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/835881,2025-09-22T21:37:11.584985
2916734,Anarchist T-shirt,2999.0000000000005,2025-09-22T21:37:11.585986,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2916734,2025-09-22T21:37:11.585986
2899907,Combat Maniac Tac Vest,455.0,2025-09-22T21:37:11.585986,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2899907,2025-09-22T21:37:11.585986
