token_id,name,price_gun,listing_date,item_url,parsed_date
1088180,Prankster Shorts,2600.0,2025-09-22T16:29:03.369625,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1088180,2025-09-22T16:29:03.369625
177349,Hawk Legacy,549.0,2025-09-22T16:29:03.370627,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/177349,2025-09-22T16:29:03.370627
2805,Ninja Kestrel,498.0,2025-09-22T16:29:03.371136,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2805,2025-09-22T16:29:03.371136
5455561,Tacoma Retro,1498.0,2025-09-22T16:29:03.371652,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5455561,2025-09-22T16:29:03.371652
970697,Hawk Anarchist,4999.0,2025-09-22T16:29:03.372190,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/970697,2025-09-22T16:29:03.372190
1971819,Anarchist Shades,2345.0,2025-09-22T16:29:03.372190,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1971819,2025-09-22T16:29:03.372190
3594059,All Stars Bandana,1111.0,2025-09-22T16:29:03.372706,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/3594059,2025-09-22T16:29:03.372706
4598865,Player Zero Chest Rig,5000.0,2025-09-22T16:29:03.372706,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4598865,2025-09-22T16:29:03.372706
4464366,Player Zero Jetpack,5000.0,2025-09-22T16:29:03.373382,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4464366,2025-09-22T16:29:03.373382
4447596,Boomslang Player Zero,5000.0,2025-09-22T16:29:03.373957,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4447596,2025-09-22T16:29:03.373957
4505635,Player Zero Shorts,5000.0,2025-09-22T16:29:03.374583,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4505635,2025-09-22T16:29:03.374583
4598933,Player Zero Cap,5000.0,2025-09-22T16:29:03.375093,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4598933,2025-09-22T16:29:03.375093
