token_id,name,price_gun,listing_date,item_url,parsed_date
633998,Terikon Legacy,850.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/633998,2025-09-22T18:14:04.405257
6600654,Solana Hoodie,166.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6600654,2025-09-22T18:14:04.405257
6600656,Solana Visor,323.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6600656,2025-09-22T18:14:04.405257
6596638,Vulture Solana,2667.0000000000005,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/6596638,2025-09-22T18:14:04.405257
44551,Prankster Tac Vest,2330.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/44551,2025-09-22T18:14:04.405257
1088180,Prankster Shorts,2600.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1088180,2025-09-22T18:14:04.405257
177349,Hawk Legacy,549.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/177349,2025-09-22T18:14:04.405257
2805,Ninja Kestrel,498.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/2805,2025-09-22T18:14:04.405257
5455561,Tacoma Retro,1498.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/5455561,2025-09-22T18:14:04.405257
970697,Hawk Anarchist,4999.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/970697,2025-09-22T18:14:04.405257
1971819,Anarchist Shades,2345.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1971819,2025-09-22T18:14:04.405257
3594059,All Stars Bandana,1111.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/3594059,2025-09-22T18:14:04.405257
4598865,Player Zero Chest Rig,5000.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4598865,2025-09-22T18:14:04.405257
4464366,Player Zero Jetpack,5000.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4464366,2025-09-22T18:14:04.405257
4447596,Boomslang Player Zero,5000.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4447596,2025-09-22T18:14:04.405257
4505635,Player Zero Shorts,5000.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4505635,2025-09-22T18:14:04.405257
4598933,Player Zero Cap,5000.0,2025-09-22T18:14:04.405257,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4598933,2025-09-22T18:14:04.405257
4598786,Player Zero Shades,5000.0,2025-09-22T18:14:04.413243,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4598786,2025-09-22T18:14:04.413243
4598942,Player Zero Mask,5000.0,2025-09-22T18:14:04.413243,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4598942,2025-09-22T18:14:04.413243
4460089,Player Zero Tank Top,5000.0,2025-09-22T18:14:04.413243,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/4460089,2025-09-22T18:14:04.413243
99509,Player Zero Jetpack,5000.0,2025-09-22T18:14:04.413243,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/99509,2025-09-22T18:14:04.413243
99431,Boomslang Player Zero,5000.0,2025-09-22T18:14:04.413243,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/99431,2025-09-22T18:14:04.413243
99465,Player Zero Chest Rig,5000.0,2025-09-22T18:14:04.413243,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/99465,2025-09-22T18:14:04.413243
98662,Player Zero Tank Top,5000.0,2025-09-22T18:14:04.413243,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/98662,2025-09-22T18:14:04.413243
99634,Player Zero Shorts,5000.0,2025-09-22T18:14:04.414437,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/99634,2025-09-22T18:14:04.414437
99756,Player Zero Shades,5000.0,2025-09-22T18:14:04.414437,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/99756,2025-09-22T18:14:04.414437
98661,Player Zero Mask,5000.0,2025-09-22T18:14:04.414437,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/98661,2025-09-22T18:14:04.414437
99677,Player Zero Cap,5000.0,2025-09-22T18:14:04.414437,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/99677,2025-09-22T18:14:04.414437
7273347,PHOSPHOR FURY ,19.0,2025-09-22T18:14:04.414437,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/7273347,2025-09-22T18:14:04.414437
1663355,Kite Nebula,80.0,2025-09-22T18:14:04.414437,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1663355,2025-09-22T18:14:04.414437
1668548,Tacoma AVAX Gen 04,110.0,2025-09-22T18:14:04.415483,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1668548,2025-09-22T18:14:04.415483
1663253,Tacoma Westcol,140.0,2025-09-22T18:14:04.415483,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1663253,2025-09-22T18:14:04.415483
1664701,Doomed Zero Hoodie,170.0,2025-09-22T18:14:04.415483,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1664701,2025-09-22T18:14:04.415483
1668363,Impact Junkie Mask,190.0,2025-09-22T18:14:04.415483,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1668363,2025-09-22T18:14:04.415483
1668063,Player Zero Mask,220.0,2025-09-22T18:14:04.415483,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1668063,2025-09-22T18:14:04.415483
1662468,CyberGoth Tactical Vest,285.0,2025-09-22T18:14:04.416492,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1662468,2025-09-22T18:14:04.416492
1670317,Doomed Zero Mask,280.0,2025-09-22T18:14:04.416492,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1670317,2025-09-22T18:14:04.416492
1665762,Kiiro Shinobi Mask,309.0,2025-09-22T18:14:04.416492,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1665762,2025-09-22T18:14:04.416492
1662490,Kiiro Shinobi Pants,309.0,2025-09-22T18:14:04.416492,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1662490,2025-09-22T18:14:04.416492
1660130,Kiiro Shinobi,309.0,2025-09-22T18:14:04.416492,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1660130,2025-09-22T18:14:04.416492
1667822,Kiiro Shinobi Jetpack,309.0,2025-09-22T18:14:04.416492,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1667822,2025-09-22T18:14:04.416492
1668076,Player Zero Tank Top,360.0,2025-09-22T18:14:04.417541,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1668076,2025-09-22T18:14:04.417541
1668404,Red Set,510.0,2025-09-22T18:14:04.417541,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1668404,2025-09-22T18:14:04.417541
1666179,CyberGoth Jetpack,530.0,2025-09-22T18:14:04.417541,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1666179,2025-09-22T18:14:04.417541
1662280,All Stars Bandana,510.0,2025-09-22T18:14:04.418061,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1662280,2025-09-22T18:14:04.418061
1662168,Ninja Set,440.0,2025-09-22T18:14:04.418061,https://opensea.io/assets/gunzilla/0x9ed98e159be43a8d42b64053831fcae5e4d7d271/1662168,2025-09-22T18:14:04.418061
